Donor,Location Name,FID of the park,Zone,Location latitude,Location longitude,Unique ID of the Percolation well,Percolation well latitude,Percolation well longitude,,,,,,,,
Bosch-Rebi,Lalbagh Botanical Garden - 1,BO101,,,,81,12.950246,77.588586,,,,,,,,
Mphasis,Lalbagh Botanical Garden - 3,BO101,,,,82,12.950234,77.588573,,,,,,,,
Mphasis,Lalbagh Botanical Garden - 3,BO101,,,,83,12.950257,77.588532,,,,,,,,
Mphasis,Lalbagh Botanical Garden - 3,BO101,,,,84,12.950316,77.588593,,,,,,,,
Mphasis,Lalbagh Botanical Garden - 3,BO101,,,,85,12.950326,77.588598,,,,,,,,
Mphasis,Lalbagh Botanical Garden - 3,BO101,,,,86,12.950331,77.588591,,,,,,,,
Mphasis,Lalbagh Botanical Garden - 3,BO101,,,,87,12.950352,77.588592,,,,,,,,
Mphasis,Lalbagh Botanical Garden - 3,BO101,,,,88,12.950369,77.588607,,,,,,,,
Mphasis,Lalbagh Botanical Garden - 3,BO101,,,,89,12.950448,77.588627,,,,,,,,
Mphasis,Lalbagh Botanical Garden - 3,BO101,,,,90,12.950463,77.588617,,,,,,,,
Mphasis,Lalbagh Botanical Garden - 3,BO101,,,,91,12.950505,77.588633,,,,,,,,
Mphasis,Lalbagh Botanical Garden - 3,BO101,,,,92,12.950498,77.588619,,,,,,,,
Mphasis,Lalbagh Botanical Garden - 3,BO101,,,,93,12.950525,77.588668,,,,,,,,
Mphasis,Lalbagh Botanical Garden - 3,BO101,,,,94,12.950523,77.588625,,,,,,,,
Mphasis,Lalbagh Botanical Garden - 3,BO101,,,,95,12.950551,77.588634,,,,,,,,
Mphasis,Lalbagh Botanical Garden - 3,BO101,,,,96,12.950624,77.588688,,,,,,,,
Mphasis,Lalbagh Botanical Garden - 3,BO101,,,,97,12.950661,77.588671,,,,,,,,
Mphasis,Lalbagh Botanical Garden - 3,BO101,,,,98,12.950699,77.588659,,,,,,,,
Mphasis,Lalbagh Botanical Garden - 3,BO101,,,,99,12.950812,77.588743,,,,,,,,
Mphasis,Lalbagh Botanical Garden - 3,BO101,,,,100,12.950954,77.588675,,,,,,,,
Mphasis,Lalbagh Botanical Garden - 3,BO101,,,,101,12.95102,77.588676,,,,,,,,
Mphasis,Lalbagh Botanical Garden - 3,BO101,,,,102,12.951219,77.58886,,,,,,,,
Mphasis,Lalbagh Botanical Garden - 3,BO101,,,,103,12.95125,77.588794,,,,,,,,
Mphasis,Lalbagh Botanical Garden - 3,BO101,,,,104,12.951303,77.58884,,,,,,,,
Mphasis,Lalbagh Botanical Garden - 3,BO101,,,,105,12.951321,77.588831,,,,,,,,
Mphasis,Lalbagh Botanical Garden - 3,BO101,,,,106,12.95144,77.588861,,,,,,,,
Mphasis,Lalbagh Botanical Garden - 3,BO101,,,,PW-299,12.948009,77.584666,,,,,,,,
Mphasis,Lalbagh Botanical Garden - 3,BO101,,,,107,12.947929,77.584786,,,,,,,,
Mphasis,Lalbagh Botanical Garden - 3,BO101,,,,PW-300,12.948004,77.584552,,,,,,,,
Mphasis,Lalbagh Botanical Garden - 3,BO101,,,,PW-301,12.948067,77.584339,,,,,,,,
Mphasis,Lalbagh Botanical Garden - 3,BO101,,,,108,12.948073,77.58425,,,,,,,,
Mphasis,Lalbagh Botanical Garden - 3,BO101,,,,109,12.948262,77.583969,,,,,,,,
Mphasis,Lalbagh Botanical Garden - 3,BO101,,,,PW-305,12.948069,77.584019,,,,,,,,
Mphasis,Lalbagh Botanical Garden - 3,BO101,,,,PW-298,12.94778,77.584492,,,,,,,,
Mphasis,Lalbagh Botanical Garden - 3,BO101,,,,110,12.948083,77.584182,,,,,,,,
Mphasis,Lalbagh Botanical Garden - 3,BO101,,,,PW-248,12.949149,77.584934,,,,,,,,
Mphasis,Lalbagh Botanical Garden - 3,BO101,,,,PW-249,12.949126,77.585008,,,,,,,,
Mphasis,Lalbagh Botanical Garden - 3,BO101,,,,PW-247,12.949283,77.585058,,,,,,,,
Mphasis,Lalbagh Botanical Garden - 3,BO101,,,,111,12.949506,77.585198,,,,,,,,
Mphasis,Lalbagh Botanical Garden - 3,BO101,,,,112,12.952012,77.58568,,,,,,,,
Mphasis,Lalbagh Botanical Garden - 3,BO101,,,,113,12.951992,77.585436,,,,,,,,
Mphasis,Lalbagh Botanical Garden - 3,BO101,,,,114,12.952261,77.585571,,,,,,,,
Mphasis,Lalbagh Botanical Garden - 3,BO101,,,,115,12.952314,77.585537,,,,,,,,
Mphasis,Lalbagh Botanical Garden - 3,BO101,,,,116,12.952338,77.585533,,,,,,,,
Mphasis,Lalbagh Botanical Garden - 3,BO101,,,,117,12.932463,77.585482,,,,,,,,
Mphasis,Lalbagh Botanical Garden - 3,BO101,,,,118,12.952671,77.585324,,,,,,,,
Mphasis,Lalbagh Botanical Garden - 3,BO101,,,,119,12.952639,77.585379,,,,,,,,
Mphasis,Lalbagh Botanical Garden - 3,BO101,,,,120,12.953247,77.58618,,,,,,,,
Mphasis,Lalbagh Botanical Garden - 3,BO101,,,,121,12.953334,77.586008,,,,,,,,
Mphasis,Lalbagh Botanical Garden - 3,BO101,,,,122,12.953289,77.583998,,,,,,,,
Mphasis,Lalbagh Botanical Garden - 3,BO101,,,,123,12.953366,77.586012,,,,,,,,
Mphasis,Lalbagh Botanical Garden - 3,BO101,,,,124,12.953373,77.586045,,,,,,,,
Mphasis,Lalbagh Botanical Garden - 3,BO101,,,,125,12.953374,77.586052,,,,,,,,
Mphasis,Lalbagh Botanical Garden - 3,BO101,,,,126,12.953372,77.586046,,,,,,,,
Mphasis,Lalbagh Botanical Garden - 3,BO101,,,,127,12.953475,77.586035,,,,,,,,
Mphasis,Lalbagh Botanical Garden - 3,BO101,,,,128,12.953577,77.585963,,,,,,,,
Mphasis,Lalbagh Botanical Garden - 3,BO101,,,,129,12.953575,77.585902,,,,,,,,
Mphasis,Lalbagh Botanical Garden - 3,BO101,,,,130,12.953615,77.585843,,,,,,,,
Mphasis,Lalbagh Botanical Garden - 3,BO101,,,,131,12.953615,77.585835,,,,,,,,
Mphasis,Lalbagh Botanical Garden - 3,BO101,,,,132,12.953596,77.585783,,,,,,,,
Mphasis,Lalbagh Botanical Garden - 3,BO101,,,,133,12.952611,77.585772,,,,,,,,
Mphasis,Lalbagh Botanical Garden - 3,BO101,,,,134,12.95361,77.585763,,,,,,,,
Mphasis,Lalbagh Botanical Garden - 3,BO101,,,,135,12.9537396,77.585778,,,,,,,,
Mphasis,Lalbagh Botanical Garden - 3,BO101,,,,136,12.953731,77.585773,,,,,,,,
Mphasis,Lalbagh Botanical Garden - 3,BO101,,,,137,12.953718,77.585757,,,,,,,,
Mphasis,Lalbagh Botanical Garden - 3,BO101,,,,138,12.95368,77.585664,,,,,,,,
Mphasis,Lalbagh Botanical Garden - 3,BO101,,,,139,12.953651,77.585678,,,,,,,,
Mphasis,Lalbagh Botanical Garden - 3,BO101,,,,140,12.953661,77.58566,,,,,,,,
Mphasis,Lalbagh Botanical Garden - 3,BO101,,,,141,12.953679,77.58566,,,,,,,,
Mphasis,Lalbagh Botanical Garden - 3,BO101,,,,142,12.953764,77.585672,,,,,,,,
Mphasis,Lalbagh Botanical Garden - 3,BO101,,,,143,12.953753,77.585648,,,,,,,,
Mphasis,Lalbagh Botanical Garden - 3,BO101,,,,144,12.953797,77.585683,,,,,,,,
Mphasis,Lalbagh Botanical Garden - 3,BO101,,,,145,12.95375,77.585624,,,,,,,,
Mphasis,Lalbagh Botanical Garden - 3,BO101,,,,146,12.953769,77.585635,,,,,,,,
Mphasis,Lalbagh Botanical Garden - 3,BO101,,,,147,12.953543,77.585545,,,,,,,,
Mphasis,Lalbagh Botanical Garden - 3,BO101,,,,148,12.95356,77.585536,,,,,,,,
Mphasis,Lalbagh Botanical Garden - 3,BO101,,,,PW -306,12.948617,77.581281,,,,,,,,
Mphasis,Lalbagh Botanical Garden - 3,BO101,,,,149,12.94789,77.583365,,,,,,,,
Mphasis,Lalbagh Botanical Garden - 3,BO101,,,,PW-183,12.947858,77.583335,,,,,,,,
Mphasis,Lalbagh Botanical Garden - 3,BO101,,,,150,12.947778,77.583301,,,,,,,,
Mphasis,Lalbagh Botanical Garden - 3,BO101,,,,151,12.948089,77.583216,,,,,,,,
Mphasis,Lalbagh Botanical Garden - 3,BO101,,,,PW-199,12.94842,77.583548,,,,,,,,
Mphasis,Lalbagh Botanical Garden - 3,BO101,,,,152,12.948475,77.583569,,,,,,,,
Mphasis,Lalbagh Botanical Garden - 3,BO101,,,,153,12.95224,77.584773,,,,,,,,
Mphasis,Lalbagh Botanical Garden - 3,BO101,,,,154,12.952225,77.584757,,,,,,,,
Mphasis,Lalbagh Botanical Garden - 3,BO101,,,,155,12.952543,77.58472,,,,,,,,
Mphasis,Lalbagh Botanical Garden - 3,BO101,,,,156,12.952545,77.584749,,,,,,,,
Mphasis,Lalbagh Botanical Garden - 3,BO101,,,,157,12.952561,77.584755,,,,,,,,
Mphasis,Lalbagh Botanical Garden - 3,BO101,,,,158,12.952572,77.584763,,,,,,,,
Mphasis,Lalbagh Botanical Garden - 3,BO101,,,,159,12.952582,77.584771,,,,,,,,
Mphasis,Lalbagh Botanical Garden - 3,BO101,,,,160,12.95259,77.584779,,,,,,,,
Mphasis,Lalbagh Botanical Garden - 3,BO101,,,,161,12.952594,77.584789,,,,,,,,
Mphasis,Lalbagh Botanical Garden - 3,BO101,,,,162,12.952609,77.584802,,,,,,,,
Mphasis,Lalbagh Botanical Garden - 3,BO101,,,,163,12.95262,77.5848,,,,,,,,
Mphasis,Lalbagh Botanical Garden - 3,BO101,,,,164,12.952634,77.584606,,,,,,,,
Mphasis,Lalbagh Botanical Garden - 3,BO101,,,,165,12.952624,77.584604,,,,,,,,
Mphasis,Lalbagh Botanical Garden - 3,BO101,,,,166,12.952614,77.584612,,,,,,,,
Mphasis,Lalbagh Botanical Garden - 3,BO101,,,,167,12.952626,77.584619,,,,,,,,
Mphasis,Lalbagh Botanical Garden - 3,BO101,,,,168,12.952633,77.584634,,,,,,,,
Mphasis,Lalbagh Botanical Garden - 3,BO101,,,,169,12.952638,77.58463,,,,,,,,
Mphasis,Lalbagh Botanical Garden - 3,BO101,,,,170,12.952669,77.584673,,,,,,,,
Mphasis,Lalbagh Botanical Garden - 3,BO101,,,,171,12.952688,77.584682,,,,,,,,
Mphasis,Lalbagh Botanical Garden - 3,BO101,,,,172,12.952748,77.584681,,,,,,,,
Mphasis,Lalbagh Botanical Garden - 3,BO101,,,,173,12.952798,77.584705,,,,,,,,
Mphasis,Lalbagh Botanical Garden - 3,BO101,,,,174,12.952826,77.584756,,,,,,,,
Mphasis,Lalbagh Botanical Garden - 3,BO101,,,,175,12.952835,77.58476,,,,,,,,
Mphasis,Lalbagh Botanical Garden - 3,BO101,,,,176,12.952873,77.584798,,,,,,,,
Mphasis,Lalbagh Botanical Garden - 3,BO101,,,,177,12952914,77.584783,,,,,,,,
Mphasis,Lalbagh Botanical Garden - 3,BO101,,,,178,12.952656,77.584762,,,,,,,,
Mphasis,Lalbagh Botanical Garden - 3,BO101,,,,179,12.952934,77.584755,,,,,,,,
Mphasis,Lalbagh Botanical Garden - 3,BO101,,,,180,12.952957,77.584757,,,,,,,,
Mphasis,Lalbagh Botanical Garden - 3,BO101,,,,181,12.952977,77.58475,,,,,,,,
Mphasis,Lalbagh Botanical Garden - 3,BO101,,,,182,12.952998,77.584757,,,,,,,,
Mphasis,Lalbagh Botanical Garden - 3,BO101,,,,183,12.953027,77.584761,,,,,,,,
Mphasis,Lalbagh Botanical Garden - 3,BO101,,,,184,12.933048,77.584771,,,,,,,,
Mphasis,Lalbagh Botanical Garden - 3,BO101,,,,185,12.953075,77.584742,,,,,,,,
Mphasis,Lalbagh Botanical Garden - 3,BO101,,,,186,12.95309,77.584743,,,,,,,,
Mphasis,Lalbagh Botanical Garden - 3,BO101,,,,187,12.953098,77.584752,,,,,,,,
Mphasis,Lalbagh Botanical Garden - 3,BO101,,,,188,12.95311,77.584744,,,,,,,,
Mphasis,Lalbagh Botanical Garden - 3,BO101,,,,189,12.953142,77.584739,,,,,,,,
Mphasis,Lalbagh Botanical Garden - 3,BO101,,,,190,12.953142,77.584742,,,,,,,,
Fortrea,Lalbagh Botanical Garden - 2,BO101,,,,191,12.953195,77.584738,,,,,,,,
Fortrea,Lalbagh Botanical Garden - 2,BO101,,,,192,12.953218,77.58476,,,,,,,,
Fortrea,Lalbagh Botanical Garden - 2,BO101,,,,193,12.953386,77.584787,,,,,,,,
Fortrea,Lalbagh Botanical Garden - 2,BO101,,,,194,12.953351,77.584696,,,,,,,,
Fortrea,Lalbagh Botanical Garden - 2,BO101,,,,195,12.952932,77.584386,,,,,,,,
Fortrea,Lalbagh Botanical Garden - 2,BO101,,,,PW-235,12.953701,77.585009,,,,,,,,
Fortrea,Lalbagh Botanical Garden - 2,BO101,,,,PW-236,12.953763,77.58504,,,,,,,,
Fortrea,Lalbagh Botanical Garden - 2,BO101,,,,PW-233,12.953718,77.584887,,,,,,,,
Fortrea,Lalbagh Botanical Garden - 2,BO101,,,,196,12.95394,77.584881,,,,,,,,
Fortrea,Lalbagh Botanical Garden - 2,BO101,,,,197,12.953859,77.584873,,,,,,,,
Fortrea,Lalbagh Botanical Garden - 2,BO101,,,,198,12.953853,77.584882,,,,,,,,
Fortrea,Lalbagh Botanical Garden - 2,BO101,,,,199,12.953928,77.58487,,,,,,,,
Fortrea,Lalbagh Botanical Garden - 2,BO101,,,,200,12.953808,77.58483,,,,,,,,
Fortrea,Lalbagh Botanical Garden - 2,BO101,,,,201,12.95378,77.584762,,,,,,,,
Fortrea,Lalbagh Botanical Garden - 2,BO101,,,,202,12.953779,77.58474,,,,,,,,
Fortrea,Lalbagh Botanical Garden - 2,BO101,,,,203,12.953731,77.584738,,,,,,,,
Fortrea,Lalbagh Botanical Garden - 2,BO101,,,,204,12.953643,77.584706,,,,,,,,
Fortrea,Lalbagh Botanical Garden - 2,BO101,,,,205,12.953623,77.58469,,,,,,,,
Fortrea,Lalbagh Botanical Garden - 2,BO101,,,,206,12.953599,77.584683,,,,,,,,
Fortrea,Lalbagh Botanical Garden - 2,BO101,,,,PW-226,12.953886,77.584182,,,,,,,,
Fortrea,Lalbagh Botanical Garden - 2,BO101,,,,PW-225,12.953751,77.584254,,,,,,,,
Fortrea,Lalbagh Botanical Garden - 2,BO101,,,,PW-230,12.953471,77.584367,,,,,,,,
Fortrea,Lalbagh Botanical Garden - 2,BO101,,,,PW-224,12.953376,77.58419,,,,,,,,
Fortrea,Lalbagh Botanical Garden - 2,BO101,,,,PW-223,12.953276,77.584155,,,,,,,,
Fortrea,Lalbagh Botanical Garden - 2,BO101,,,,PW-214,12.953143,77.583927,,,,,,,,
Fortrea,Lalbagh Botanical Garden - 2,BO101,,,,PW-216,12.95335,77.584011,,,,,,,,
Fortrea,Lalbagh Botanical Garden - 2,BO101,,,,PW-217,12.953457,77.584031,,,,,,,,
Fortrea,Lalbagh Botanical Garden - 2,BO101,,,,PW-218,12.953519,77.584079,,,,,,,,
Fortrea,Lalbagh Botanical Garden - 2,BO101,,,,PW-220,12.95366,77.584059,,,,,,,,
Fortrea,Lalbagh Botanical Garden - 2,BO101,,,,PW-219,12.953668,77.584037,,,,,,,,
Fortrea,Lalbagh Botanical Garden - 2,BO101,,,,PW-221,12.953472,77.583972,,,,,,,,
Fortrea,Lalbagh Botanical Garden - 2,BO101,,,,PW-222,12.953793,77.583793,,,,,,,,
Fortrea,Lalbagh Botanical Garden - 2,BO101,,,,PW-213,12.953055,77.583734,,,,,,,,
Fortrea,Lalbagh Botanical Garden - 2,BO101,,,,PW-212,12.953088,77.583723,,,,,,,,
Fortrea,Lalbagh Botanical Garden - 2,BO101,,,,PW-211,12.952983,77.583841,,,,,,,,
Fortrea,Lalbagh Botanical Garden - 2,BO101,,,,PW-209,12.952802,77.58388,,,,,,,,
Fortrea,Lalbagh Botanical Garden - 2,BO101,,,,PW-210,12.952855,77.58357,,,,,,,,
Fortrea,Lalbagh Botanical Garden - 2,BO101,,,,PW-208,12.958699,77.58371,,,,,,,,
Fortrea,Lalbagh Botanical Garden - 2,BO101,,,,PW-206,12.952582,77.583846,,,,,,,,
Fortrea,Lalbagh Botanical Garden - 2,BO101,,,,PW-205,12.952469,77.583842,,,,,,,,
Fortrea,Lalbagh Botanical Garden - 2,BO101,,,,PW-207,12.952983,77.583841,,,,,,,,
Fortrea,Lalbagh Botanical Garden - 2,BO101,,,,PW-204,12.952379,77.58369,,,,,,,,
Fortrea,Lalbagh Botanical Garden - 2,BO101,,,,PW-203,12.95226,77.583699,,,,,,,,
Fortrea,Lalbagh Botanical Garden - 2,BO101,,,,PW-202,12.952164,77.58367,,,,,,,,
Fortrea,Lalbagh Botanical Garden - 2,BO101,,,,207,12.949046,77.582523,,,,,,,,
Fortrea,Lalbagh Botanical Garden - 2,BO101,,,,PW-184,12.949019,77.582444,,,,,,,,
Fortrea,Lalbagh Botanical Garden - 2,BO101,,,,208,12.94907,77.582404,,,,,,,,
Fortrea,Lalbagh Botanical Garden - 2,BO101,,,,PW-194,12.949058,77.582348,,,,,,,,
Fortrea,Lalbagh Botanical Garden - 2,BO101,,,,209,12.949171,77.582047,,,,,,,,
Fortrea,Lalbagh Botanical Garden - 2,BO101,,,,210,12.949181,77.2035,,,,,,,,
Fortrea,Lalbagh Botanical Garden - 2,BO101,,,,211,12.949168,77.582034,,,,,,,,
Fortrea,Lalbagh Botanical Garden - 2,BO101,,,,212,12.949139,77.582028,,,,,,,,
Fortrea,Lalbagh Botanical Garden - 2,BO101,,,,213,12.949092,77.582035,,,,,,,,
Fortrea,Lalbagh Botanical Garden - 2,BO101,,,,214,12.949088,77.582036,,,,,,,,
Fortrea,Lalbagh Botanical Garden - 2,BO101,,,,PW-189,12.949252,77.582009,,,,,,,,
Fortrea,Lalbagh Botanical Garden - 2,BO101,,,,PW-190,12.949112,77.581866,,,,,,,,
Fortrea,Lalbagh Botanical Garden - 2,BO101,,,,PW-171,12.94908,77.5819,,,,,,,,
Fortrea,Lalbagh Botanical Garden - 2,BO101,,,,215,12.949081,77.58187,,,,,,,,
Fortrea,Lalbagh Botanical Garden - 2,BO101,,,,PW-312,12.949098,77.581821,,,,,,,,
Fortrea,Lalbagh Botanical Garden - 2,BO101,,,,PW-310,12.949048,77.581639,,,,,,,,
Fortrea,Lalbagh Botanical Garden - 2,BO101,,,,LC-38,12.949178,77.581606,,,,,,,,
Fortrea,Lalbagh Botanical Garden - 2,BO101,,,,PW-307,12.948706,77.581467,,,,,,,,
Fortrea,Lalbagh Botanical Garden - 2,BO101,,,,PW-308,12.948618,77.58152,,,,,,,,
Fortrea,Lalbagh Botanical Garden - 2,BO101,,,,PW-309,12.948638,77.581581,,,,,,,,
Fortrea,Lalbagh Botanical Garden - 2,BO101,,,,PW-181,12.94809,77.582708,,,,,,,,
Fortrea,Lalbagh Botanical Garden - 2,BO101,,,,PW-180,12.948165,77.582656,,,,,,,,
Fortrea,Lalbagh Botanical Garden - 2,BO101,,,,PW-182,12.948327,77.582734,,,,,,,,
Fortrea,Lalbagh Botanical Garden - 2,BO101,,,,PW-179,12.948297,77.582639,,,,,,,,
Fortrea,Lalbagh Botanical Garden - 2,BO101,,,,PW-175,12.948411,77.582462,,,,,,,,
Fortrea,Lalbagh Botanical Garden - 2,BO101,,,,PW-177,12.948499,77.582479,,,,,,,,
Fortrea,Lalbagh Botanical Garden - 2,BO101,,,,PW-174,12.948569,77.582263,,,,,,,,
Fortrea,Lalbagh Botanical Garden - 2,BO101,,,,PW-173,12.948523,77.582215,,,,,,,,
